;taxno;taxno1;taxno2;Number;Genus;taxon;species;Subspecies;full.name;Lifecycle;PLOIDY;no_ploidy_lev;more_ploidies;ploidy_level;holoploid;monoploid;NewAPGFamily;Order;HigherGroup;reg_nat_main;reg_nat_island;reg_nat_total;GloNAF_incidence;reg_no_invasive;GloNAF_invasive;glonaf_3group;ploidy_level;ploidy_level_single
Sabal_mauritiiformis;angiosperms;1angiosperms;2angiosperms;271;Sabal;mauritiiformis;Sabal_mauritiiformis;;Sabal mauritiiformis ;P;diploid;1;;2;4.5;2.25;Arecaceae;Arecales;M;NA;NA;NA;0;NA;0;0;2;2
Sabal_minor;angiosperms;1angiosperms;2angiosperms;829;Sabal;minor;Sabal_minor;;Sabal minor ;P;diploid;1;;2;2.389795918;1.194897959;Arecaceae;Arecales;M;NA;NA;NA;0;NA;0;0;2;2
Sagittaria_graminea;angiosperms;1angiosperms;2angiosperms;269.04;Sagittaria;graminea;Sagittaria_graminea;;Sagittaria graminea ;P;diploid;1;;2;28.3;14.15;Alismataceae;Alismatales;M;NA;1;1;1;NA;0;1;2;2
Salacca_dransfieldiana;angiosperms;1angiosperms;2angiosperms;271;Salacca;dransfieldiana;Salacca_dransfieldiana;;Salacca dransfieldiana ;P;diploid;1;;2;3.4;1.7;Arecaceae;Arecales;M;NA;NA;NA;0;NA;0;0;2;2
Salacca_glabrescens;angiosperms;1angiosperms;2angiosperms;271;Salacca;glabrescens;Salacca_glabrescens;;Salacca glabrescens ;P;diploid;1;;2;4;2;Arecaceae;Arecales;M;NA;NA;NA;0;NA;0;0;2;2
Salicornia_europaea;angiosperms;1angiosperms;2angiosperms;580;Salicornia;europaea;Salicornia_europaea;;Salicornia europaea ;A;diploid;1;;2;2.75;1.375;Amaranthaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2;2
Salix_caprea;angiosperms;1angiosperms;2angiosperms;158;Salix;caprea;Salix_caprea;;Salix caprea ;P;diploid;1;;2;0.9;0.45;Salicaceae;Malpighiales;E;25;3;28;1;1;1;2;2;2
Salix_elaeagnos;angiosperms;1angiosperms;2angiosperms;776;Salix;elaeagnos;Salix_elaeagnos;;Salix elaeagnos ;P;diploid;1;;2;0.87;0.435;Salicaceae;Malpighiales;E;11;6;17;1;NA;0;1;2;2
Salix_purpurea;angiosperms;1angiosperms;2angiosperms;776;Salix;purpurea;Salix_purpurea;;Salix purpurea ;P;diploid;1;;2;0.86;0.43;Salicaceae;Malpighiales;E;47;8;55;1;2;1;2;2;2
Salix_pyrenaica;angiosperms;1angiosperms;2angiosperms;385;Salix;pyrenaica;Salix_pyrenaica;;Salix pyrenaica ;P;diploid;1;;2;0.96;0.48;Salicaceae;Malpighiales;E;NA;NA;NA;0;NA;0;0;2;2
Salix_triandra;angiosperms;1angiosperms;2angiosperms;385;Salix;triandra;Salix_triandra;;Salix triandra ;P;diploid;1;;2;0.79;0.395;Salicaceae;Malpighiales;E;7;5;12;1;NA;0;1;2;2
Salsola_soda;angiosperms;1angiosperms;2angiosperms;580;Salsola;soda;Salsola_soda;;Salsola soda ;A;diploid;1;;2;2.62;1.31;Amaranthaceae;Caryophyllales;E;2;NA;2;1;NA;0;1;2;2
Salvia_brachyodon;angiosperms;1angiosperms;2angiosperms;549;Salvia;brachyodon;Salvia_brachyodon;;Salvia brachyodon ;P;diploid;1;;2;0.95;0.475;Lamiaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2;2
Salvia_broussonetii;angiosperms;1angiosperms;2angiosperms;477;Salvia;broussonetii;Salvia_broussonetii;;Salvia broussonetii ;P;diploid;1;;2;0.86;0.43;Lamiaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2;2
Salvia_canariensis;angiosperms;1angiosperms;2angiosperms;552;Salvia;canariensis;Salvia_canariensis;;Salvia canariensis ;P;diploid;1;;2;0.99;0.495;Lamiaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2;2
Salvia_glutinosa;angiosperms;1angiosperms;2angiosperms;627;Salvia;glutinosa;Salvia_glutinosa;;Salvia glutinosa ;P;diploid;1;;2;2.142;1.071;Lamiaceae;Lamiales;E;7;2;9;1;NA;0;1;2;2
Salvia_nemorosa;angiosperms;1angiosperms;2angiosperms;634;Salvia;nemorosa;Salvia_nemorosa;;Salvia nemorosa ;P;diploid;1;;2;1.09;0.545;Lamiaceae;Lamiales;E;14;2;16;1;NA;0;1;2;2
Salvia_officinalis;angiosperms;1angiosperms;2angiosperms;549;Salvia;officinalis;Salvia_officinalis;;Salvia officinalis ;P;diploid;1;;2;0.97;0.485;Lamiaceae;Lamiales;E;33;6;39;1;NA;0;1;2;2
Salvia_pratensis;angiosperms;1angiosperms;2angiosperms;754;Salvia;pratensis;Salvia_pratensis;;Salvia pratensis ;P;diploid;1;;2;0.91;0.455;Lamiaceae;Lamiales;E;30;NA;30;1;1;1;2;2;2
Salvia_verticillata;angiosperms;1angiosperms;2angiosperms;754;Salvia;verticillata;Salvia_verticillata;;Salvia verticillata ;P;diploid;1;;2;1.37;0.685;Lamiaceae;Lamiales;E;41;4;45;1;NA;0;1;2;2
Sambucus_ebulus;angiosperms;1angiosperms;2angiosperms;776;Sambucus;ebulus;Sambucus_ebulus;;Sambucus ebulus ;P;diploid;1;;2;21.67;10.835;Adoxaceae;Dipsacales;E;15;5;20;1;NA;0;1;2;2
Sambucus_nigra;angiosperms;1angiosperms;2angiosperms;776;Sambucus;nigra;Sambucus_nigra;;Sambucus nigra ;P;diploid;1;;2;26.36;13.18;Adoxaceae;Dipsacales;E;40;20;60;1;5;1;2;2;2
Sambucus_racemosa;angiosperms;1angiosperms;2angiosperms;776;Sambucus;racemosa;Sambucus_racemosa;;Sambucus racemosa ;P;diploid;1;;2;23.02;11.51;Adoxaceae;Dipsacales;E;24;4;28;1;10;1;2;2;2
Sanicula_europaea;angiosperms;1angiosperms;2angiosperms;776;Sanicula;europaea;Sanicula_europaea;;Sanicula europaea ;P;diploid;1;;2;2.44;1.22;Apiaceae;Apiales;E;1;1;2;1;NA;0;1;2;2
Sansevieria_trifasciata;angiosperms;1angiosperms;2angiosperms;829;Sansevieria;trifasciata;Sansevieria_trifasciata;;Sansevieria trifasciata ;P;diploid;1;;2;1.235714286;0.617857143;Asparagaceae;Asparagales;M;29;34;63;1;18;1;2;2;2
Sapindus_emarginatus;angiosperms;1angiosperms;2angiosperms;501;Sapindus;emarginatus;Sapindus_emarginatus;;Sapindus emarginatus ;P;diploid;1;;2;1.06;0.53;Sapindaceae;Sapindales;E;NA;NA;NA;0;NA;0;0;2;2
Sapindus_trifoliatus;angiosperms;1angiosperms;2angiosperms;301;Sapindus;trifoliatus;Sapindus_trifoliatus;;Sapindus trifoliatus ;P;diploid;1;;2;1.1;0.55;Sapindaceae;Sapindales;E;NA;1;1;1;NA;0;1;2;2
Saponaria_officinalis;angiosperms;1angiosperms;2angiosperms;776;Saponaria;officinalis;Saponaria_officinalis;;Saponaria officinalis ;P;diploid;1;;2;4.51;2.255;Caryophyllaceae;Caryophyllales;E;121;15;136;1;5;1;2;2;2
Saraca_indica;angiosperms;1angiosperms;2angiosperms;185;Saraca;indica;Saraca_indica;;Saraca indica ;P;diploid;1;;2;4;2;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Satureja_bachtiarica;angiosperms;1angiosperms;2angiosperms;995;Satureja;bachtiarica;Satureja_bachtiarica;;Satureja bachtiarica_ ;;diploid;1;;2;1.47;0.735;Lamiaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2;2
Satureja_khuzistanica;angiosperms;1angiosperms;2angiosperms;995;Satureja;khuzistanica;Satureja_khuzistanica;;Satureja khuzistanica ;;diploid;1;;2;1.446;0.723;Lamiaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2;2
Satureja_rechingeri;angiosperms;1angiosperms;2angiosperms;995;Satureja;rechingeri;Satureja_rechingeri;;Satureja rechingeri ;;diploid;1;;2;1.456;0.728;Lamiaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2;2
Satureja_sahendica;angiosperms;1angiosperms;2angiosperms;995;Satureja;sahendica;Satureja_sahendica;;Satureja sahendica ;;diploid;1;;2;1.3;0.65;Lamiaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2;2
Saururus_cernuus;angiosperms;1angiosperms;2angiosperms;269.04;Saururus;cernuus;Saururus_cernuus;;Saururus cernuus ;P;diploid;1;;2;1;0.5;Saururaceae;Piperales;BA;4;NA;4;1;NA;0;1;2;2
Saxifraga_hirsuta;angiosperms;1angiosperms;2angiosperms;781;Saxifraga;hirsuta;Saxifraga_hirsuta;subsp. paucicrenata (Leresche ex Gillot) D.A.Webb;Saxifraga hirsuta subsp. paucicrenata (Leresche ex Gillot) D.A.Webb;P;diploid;1;;2;3.21;1.605;Saxifragaceae;Saxifragales;E;NA;NA;NA;0;NA;0;0;2;2
Saxifraga_paniculata;angiosperms;1angiosperms;2angiosperms;781;Saxifraga;paniculata;Saxifraga_paniculata;;Saxifraga paniculata ;P;diploid;1;;2;3.2;1.6;Saxifragaceae;Saxifragales;E;NA;NA;NA;0;NA;0;0;2;2
Scabiosa_canescens;angiosperms;1angiosperms;2angiosperms;652;Scabiosa;canescens;Scabiosa_canescens;;Scabiosa canescens ;;diploid;1;;2;4.486;2.243;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2;2
Scabiosa_cinerea;angiosperms;1angiosperms;2angiosperms;652;Scabiosa;cinerea;Scabiosa_cinerea;;Scabiosa cinerea ;;diploid;1;;2;2.174;1.087;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2;2
Scabiosa_columbaria;angiosperms;1angiosperms;2angiosperms;776;Scabiosa;columbaria;Scabiosa_columbaria;;Scabiosa columbaria ;P;diploid;1;;2;1.87;0.935;Caprifoliaceae;Dipsacales;E;4;1;5;1;NA;0;1;2;2
Scabiosa_delmaniana;angiosperms;1angiosperms;2angiosperms;634;Scabiosa;delmaniana;Scabiosa_delmaniana;;Scabiosa delmaniana ;;diploid;1;;2;4.19;2.095;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2;2
Scabiosa_fumarioides;angiosperms;1angiosperms;2angiosperms;776;Scabiosa;fumarioides;Scabiosa_fumarioides;;Scabiosa fumarioides ;P;diploid;1;;2;1.52;0.76;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2;2
Scabiosa_leuchopylla;angiosperms;1angiosperms;2angiosperms;634;Scabiosa;leuchopylla;Scabiosa_leuchopylla;;Scabiosa leuchopylla ;;diploid;1;;2;1.93;0.965;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2;2
Scabiosa_lucida;angiosperms;1angiosperms;2angiosperms;652;Scabiosa;lucida;Scabiosa_lucida;;Scabiosa lucida ;;diploid;1;;2;2.124;1.062;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2;2
Scabiosa_ochroleuca;angiosperms;1angiosperms;2angiosperms;652;Scabiosa;ochroleuca;Scabiosa_ochroleuca;;Scabiosa ochroleuca ;;diploid;1;;2;2.038;1.019;Caprifoliaceae;Dipsacales;E;5;NA;5;1;NA;0;1;2;2
Scabiosa_triandra;angiosperms;1angiosperms;2angiosperms;652;Scabiosa;triandra;Scabiosa_triandra;;Scabiosa triandra ;;diploid;1;;2;2.22;1.11;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2;2
Scilla_albescens;angiosperms;1angiosperms;2angiosperms;89;Scilla;albescens;Scilla_albescens;;Scilla albescens ;P;diploid;1;;2;7.6;3.8;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_amoena;angiosperms;1angiosperms;2angiosperms;104;Scilla;amoena;Scilla_amoena;;Scilla amoena ;P;diploid;1;;2;47.5;23.75;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_bifolia;angiosperms;1angiosperms;2angiosperms;89;Scilla;bifolia;Scilla_bifolia;;Scilla bifolia ;P;diploid;1;;2;11.4;5.7;Asparagaceae;Asparagales;M;NA;2;2;1;NA;0;1;2;2
Scilla_bisotunensis;angiosperms;1angiosperms;2angiosperms;59;Scilla;bisotunensis;Scilla_bisotunensis;;Scilla bisotunensis ;P;diploid;1;;2;45.4;22.7;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_bithynica;angiosperms;1angiosperms;2angiosperms;145;Scilla;bithynica;Scilla_bithynica;subsp. radkae (Davidoff) Speta;Scilla bithynica subsp. radkae (Davidoff) Speta;P;diploid;1;;2;45.8;22.9;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_bulgarica;angiosperms;1angiosperms;2angiosperms;187;Scilla;bulgarica;Scilla_bulgarica;;Scilla bulgarica ;P;diploid;1;;2;10.3;5.15;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_cilicica;angiosperms;1angiosperms;2angiosperms;202;Scilla;cilicica;Scilla_cilicica;;Scilla cilicica ;P;diploid;1;;2;57.1;28.55;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_decidua;angiosperms;1angiosperms;2angiosperms;86;Scilla;decidua;Scilla_decidua;;Scilla decidua ;P;diploid;1;;2;13.6;6.8;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_furseorum;angiosperms;1angiosperms;2angiosperms;59;Scilla;furseorum;Scilla_furseorum;;Scilla furseorum ;P;diploid;1;;2;33.9;16.95;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_gorganica;angiosperms;1angiosperms;2angiosperms;59;Scilla;gorganica;Scilla_gorganica;;Scilla gorganica ;P;diploid;1;;2;31.7;15.85;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_greilhuberi;angiosperms;1angiosperms;2angiosperms;59;Scilla;greilhuberi;Scilla_greilhuberi;;Scilla greilhuberi ;P;diploid;1;;2;25.8;12.9;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_hohenackeri;angiosperms;1angiosperms;2angiosperms;59;Scilla;hohenackeri;Scilla_hohenackeri;;Scilla hohenackeri ;P;diploid;1;;2;22.1;11.05;Asparagaceae;Asparagales;M;1;NA;1;1;NA;0;1;2;2
Scilla_indica;angiosperms;1angiosperms;2angiosperms;219;Scilla;indica;Scilla_indica;;Scilla indica ;P;diploid;1;;2;11.7;5.85;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_ingridae;angiosperms;1angiosperms;2angiosperms;104;Scilla;ingridae;Scilla_ingridae;;Scilla ingridae ;P;diploid;1;;2;47.7;23.85;Asparagaceae;Asparagales;M;1;NA;1;1;NA;0;1;2;2
Scilla_kladnii;angiosperms;1angiosperms;2angiosperms;89;Scilla;kladnii;Scilla_kladnii;;Scilla kladnii ;P;diploid;1;;2;17.8;8.9;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_koenigii;angiosperms;1angiosperms;2angiosperms;145;Scilla;koenigii;Scilla_koenigii;;Scilla koenigii ;P;diploid;1;;2;67.6;33.8;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_longistylosa;angiosperms;1angiosperms;2angiosperms;104;Scilla;longistylosa;Scilla_longistylosa;;Scilla longistylosa ;P;diploid;1;;2;10.6;5.3;Asparagaceae;Asparagales;M;NA;2;2;1;NA;0;1;2;2
Scilla_luciliae;angiosperms;1angiosperms;2angiosperms;89;Scilla;luciliae;Scilla_luciliae;;Scilla luciliae ;P;diploid;1;;2;8.4;4.2;Asparagaceae;Asparagales;M;1;NA;1;1;NA;0;1;2;2
Scilla_messeniaca;angiosperms;1angiosperms;2angiosperms;89;Scilla;messeniaca;Scilla_messeniaca;;Scilla messeniaca ;P;diploid;1;;2;21.4;10.7;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_mischtschenkoana;angiosperms;1angiosperms;2angiosperms;104;Scilla;mischtschenkoana;Scilla_mischtschenkoana;;Scilla mischtschenkoana ;P;diploid;1;;2;43.2;21.6;Asparagaceae;Asparagales;M;50;4;54;1;1;1;2;2;2
Scilla_morrisii;angiosperms;1angiosperms;2angiosperms;202;Scilla;morrisii;Scilla_morrisii;;Scilla morrisii ;P;diploid;1;;2;58.5;29.25;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_nana;angiosperms;1angiosperms;2angiosperms;89;Scilla;nana;Scilla_nana;;Scilla nana ;P;diploid;1;;2;8.6;4.3;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_nivalis;angiosperms;1angiosperms;2angiosperms;89;Scilla;nivalis;Scilla_nivalis;;Scilla nivalis ;P;diploid;1;;2;7.8;3.9;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_persica;angiosperms;1angiosperms;2angiosperms;203;Scilla;persica;Scilla_persica;;Scilla persica ;P;diploid;1;;2;41.8;20.9;Asparagaceae;Asparagales;M;2;14;16;1;NA;0;1;2;2
Scilla_peruviana;angiosperms;1angiosperms;2angiosperms;1;Scilla;peruviana;Scilla_peruviana;;Scilla peruviana ;P;diploid;1;;2;36.1;18.05;Asparagaceae;Asparagales;M;2;14;16;1;NA;0;1;2;2
Scilla_pushkinioides;angiosperms;1angiosperms;2angiosperms;59;Scilla;pushkinioides;Scilla_pushkinioides;;Scilla pushkinioides ;P;diploid;1;;2;24.7;12.35;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_resslii;angiosperms;1angiosperms;2angiosperms;89;Scilla;resslii;Scilla_resslii;;Scilla resslii ;P;diploid;1;;2;15.2;7.6;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_rosenii;angiosperms;1angiosperms;2angiosperms;145;Scilla;rosenii;Scilla_rosenii;;Scilla rosenii ;P;diploid;1;;2;47.6;23.8;Asparagaceae;Asparagales;M;1;NA;1;1;NA;0;1;2;2
Scilla_sardensis;angiosperms;1angiosperms;2angiosperms;89;Scilla;sardensis;Scilla_sardensis;;Scilla sardensis ;P;diploid;1;;2;8.8;4.4;Asparagaceae;Asparagales;M;6;2;8;1;NA;0;1;2;2
Scilla_siberica;angiosperms;1angiosperms;2angiosperms;203;Scilla;siberica;Scilla_siberica;;Scilla siberica ;P;diploid;1;;2;63.3;31.65;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_siehei;angiosperms;1angiosperms;2angiosperms;89;Scilla;siehei;Scilla_siehei;cv. Zwanenberg;Scilla siehei cv. Zwanenberg;P;diploid;1;;2;8.4;4.2;Asparagaceae;Asparagales;M;9;3;12;1;NA;0;1;2;2
Scilla_socialis;angiosperms;1angiosperms;2angiosperms;1;Scilla;socialis;Scilla_socialis;;Scilla socialis ;P;diploid;1;;2;22.9;11.45;Asparagaceae;Asparagales;M;NA;1;1;1;NA;0;1;2;2
Scilla_subnivalis;angiosperms;1angiosperms;2angiosperms;104;Scilla;subnivalis;Scilla_subnivalis;;Scilla subnivalis ;P;diploid;1;;2;10.6;5.3;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Scilla_taurica;angiosperms;1angiosperms;2angiosperms;104;Scilla;taurica;Scilla_taurica;;Scilla taurica ;P;diploid;1;;2;14.6;7.3;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_tmoli;angiosperms;1angiosperms;2angiosperms;89;Scilla;tmoli;Scilla_tmoli;;Scilla tmoli ;P;diploid;1;;2;9.4;4.7;Asparagaceae;Asparagales;M;1;NA;1;1;NA;0;1;2;2
Scilla_verna;angiosperms;1angiosperms;2angiosperms;781;Scilla;verna;Scilla_verna;;Scilla verna ;P;diploid;1;;2;14.11;7.055;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_vindobonensis;angiosperms;1angiosperms;2angiosperms;89;Scilla;vindobonensis;Scilla_vindobonensis;;Scilla vindobonensis ;P;diploid;1;;2;18.4;9.2;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_violacea;angiosperms;1angiosperms;2angiosperms;1;Scilla;violacea;Scilla_violacea;;Scilla violacea ;P;diploid;1;;2;14.9;7.45;Asparagaceae;Asparagales;M;NA;1;1;1;NA;0;1;2;2
Scilla_voethorum;angiosperms;1angiosperms;2angiosperms;89;Scilla;voethorum;Scilla_voethorum;;Scilla voethorum ;P;diploid;1;;2;18.4;9.2;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_vvendenskyi;angiosperms;1angiosperms;2angiosperms;59;Scilla;vvendenskyi;Scilla_vvendenskyi;;Scilla vvendenskyi ;P;diploid;1;;2;20.2;10.1;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Scilla_xanthandra;angiosperms;1angiosperms;2angiosperms;107;Scilla;xanthandra;Scilla_xanthandra;;Scilla xanthandra ;P;diploid;1;;2;10.6;5.3;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;2;2
Sclerocarya_birrea;angiosperms;1angiosperms;2angiosperms;946;Sclerocarya;birrea;Sclerocarya_birrea;subsp. birrea;Sclerocarya birrea subsp. birrea;P;diploid;1;;2;0.82;0.41;Anacardiaceae;Sapindales;E;NA;NA;NA;0;NA;0;0;2;2
Sclerochloa_dura;angiosperms;1angiosperms;2angiosperms;555;Sclerochloa;dura;Sclerochloa_dura;;Sclerochloa dura ;P;diploid;1;;2;3.117;1.5585;Poaceae;Poales;M;40;1;41;1;NA;0;1;2;2
Scoliopus_bigelovii;angiosperms;1angiosperms;2angiosperms;565;Scoliopus;bigelovii;Scoliopus_bigelovii;;Scoliopus bigelovii ;P;diploid;1;;2;18.4;9.2;Liliaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Scorpiurus_vermiculatus;angiosperms;1angiosperms;2angiosperms;164;Scorpiurus;vermiculatus;Scorpiurus_vermiculatus;;Scorpiurus vermiculatus ;-;diploid;1;;2;0.8;0.4;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Scorzonera_austriaca;angiosperms;1angiosperms;2angiosperms;776;Scorzonera;austriaca;Scorzonera_austriaca;;Scorzonera austriaca ;P;diploid;1;;2;10.68;5.34;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Scorzoneroides_microcephala;angiosperms;1angiosperms;2angiosperms;781;Scorzoneroides;microcephala;Scorzoneroides_microcephala;;Scorzoneroides microcephala ;P;diploid;1;;2;3.94;1.97;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Scrophularia_vernalis;angiosperms;1angiosperms;2angiosperms;772;Scrophularia;vernalis;Scrophularia_vernalis;;Scrophularia vernalis ;BP;diploid;1;;2;0.694897959;0.34744898;Plantaginaceae;Lamiales;E;18;3;21;1;NA;0;1;2;2
Scuticaria_hadwenii;angiosperms;1angiosperms;2angiosperms;999;Scuticaria;hadwenii;Scuticaria_hadwenii;;Scuticaria hadwenii ;;diploid;1;;2;11.38;5.69;Orchidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Secale_africanum;angiosperms;1angiosperms;2angiosperms;2;Secale;africanum;Secale_africanum;;Secale africanum ;P;diploid;1;;2;14.8;7.4;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Secale_cereale;angiosperms;1angiosperms;2angiosperms;2;Secale;cereale;Secale_cereale;cv. Petkus Spring;Secale cereale cv. Petkus Spring;A;diploid;1;;2;16.6;8.3;Poaceae;Poales;M;93;9;102;1;1;1;2;2;2
Secale_fragile;angiosperms;1angiosperms;2angiosperms;2;Secale;fragile;Secale_fragile;(S. silvestre Host. PBI 52);Secale fragile (S. silvestre Host. PBI 52);A;diploid;1;;2;14.4;7.2;Poaceae;Poales;M;1;NA;1;1;NA;0;1;2;2
Secale_montanum;angiosperms;1angiosperms;2angiosperms;2;Secale;montanum;Secale_montanum;subsp. montanum PBI 15;Secale montanum subsp. montanum PBI 15;P;diploid;1;;2;16.4;8.2;Poaceae;Poales;M;2;NA;2;1;NA;0;1;2;2
Secale_vavilovii;angiosperms;1angiosperms;2angiosperms;2;Secale;vavilovii;Secale_vavilovii;PBI 11;Secale vavilovii PBI 11;A;diploid;1;;2;16.5;8.25;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Sedum_melanantherum;angiosperms;1angiosperms;2angiosperms;781;Sedum;melanantherum;Sedum_melanantherum;;Sedum melanantherum ;P;diploid;1;;2;0.64;0.32;Crassulaceae;Saxifragales;E;NA;NA;NA;0;NA;0;0;2;2
Sedum_stellatum;angiosperms;1angiosperms;2angiosperms;399;Sedum;stellatum;Sedum_stellatum;;Sedum stellatum ;P;diploid;1;;2;0.59;0.295;Crassulaceae;Saxifragales;E;2;4;6;1;NA;0;1;2;2
Sedum_stoloniferum;angiosperms;1angiosperms;2angiosperms;399;Sedum;stoloniferum;Sedum_stoloniferum;;Sedum stoloniferum ;P;diploid;1;;2;0.63;0.315;Crassulaceae;Saxifragales;E;NA;NA;NA;0;NA;0;0;2;2
Selinum_vaginatum;angiosperms;1angiosperms;2angiosperms;295;Selinum;vaginatum;Selinum_vaginatum;;Selinum vaginatum ;-;diploid;1;;2;8.2;4.1;Apiaceae;Apiales;E;NA;NA;NA;0;NA;0;0;2;2
Selinum_wallichianum;angiosperms;1angiosperms;2angiosperms;295;Selinum;wallichianum;Selinum_wallichianum;;Selinum wallichianum ;-;diploid;1;;2;8.8;4.4;Apiaceae;Apiales;E;NA;NA;NA;0;NA;0;0;2;2
Semele_androgyna;angiosperms;1angiosperms;2angiosperms;829;Semele;androgyna;Semele_androgyna;;Semele androgyna ;P;diploid;1;;2;12.00612245;6.003061224;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Semele_maderensis;angiosperms;1angiosperms;2angiosperms;490;Semele;maderensis;Semele_maderensis;;Semele maderensis ;P;diploid;1;;2;11.4;5.7;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Semele_menezesi;angiosperms;1angiosperms;2angiosperms;490;Semele;menezesi;Semele_menezesi;;Semele menezesi ;P;diploid;1;;2;11.6;5.8;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Semele_pterygophora;angiosperms;1angiosperms;2angiosperms;490;Semele;pterygophora;Semele_pterygophora;;Semele pterygophora ;P;diploid;1;;2;11.5;5.75;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Senecio_aetnensis;angiosperms;1angiosperms;2angiosperms;2;Senecio;aetnensis;Senecio_aetnensis;;Senecio aetnensis ;P;diploid;1;;2;1.9;0.95;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Senecio_crassifolius;angiosperms;1angiosperms;2angiosperms;2;Senecio;crassifolius;Senecio_crassifolius;;Senecio crassifolius ;A;diploid;1;;2;5.5;2.75;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;2;2
Senecio_discifolius;angiosperms;1angiosperms;2angiosperms;114;Senecio;discifolius;Senecio_discifolius;;Senecio discifolius ;A;diploid;1;;2;7.1;3.55;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
Senecio_chrysanthemifolius;angiosperms;1angiosperms;2angiosperms;2;Senecio;chrysanthemifolius;Senecio_chrysanthemifolius;;Senecio chrysanthemifolius ;P;diploid;1;;2;2.7;1.35;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2;2
