;taxno;taxno1;taxno2;Number;Genus;taxon;species;Subspecies;full.name;Lifecycle;PLOIDY;no_ploidy_lev;more_ploidies;ploidy_level;holoploid;monoploid;NewAPGFamily;Order;HigherGroup;reg_nat_main;reg_nat_island;reg_nat_total;GloNAF_incidence;reg_no_invasive;GloNAF_invasive;glonaf_3group;ploidy_level;ploidy_level_single
Melampodium_sericeum;angiosperms;1angiosperms;2angiosperms;764;Melampodium;sericeum;Melampodium_sericeum;;Melampodium sericeum ;A;polyploid;1;;6;6.46;3.23;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;6;6
Myosotis_brevisetacea;angiosperms;1angiosperms;2angiosperms;993;Myosotis;brevisetacea;Myosotis_brevisetacea;;Myosotis brevisetacea ;;polyploid;1;;6;2.43;1.215;Boraginaceae;Boraginales;E;NA;NA;NA;0;NA;0;0;6;6
Myosotis_discolor;angiosperms;1angiosperms;2angiosperms;993;Myosotis;discolor;Myosotis_discolor;discolor;Myosotis discolor discolor;;polyploid;1;;6;1.52;0.76;Boraginaceae;Boraginales;E;49;18;67;1;NA;0;1;6;6
Myosotis_palustris;angiosperms;1angiosperms;2angiosperms;269.04;Myosotis;palustris;Myosotis_palustris;;Myosotis palustris ;P;polyploid;1;;6;5.4;2.7;Boraginaceae;Boraginales;E;63;14;77;1;3;1;2;6;6
Narcissus_dubius;angiosperms;1angiosperms;2angiosperms;581;Narcissus;dubius;Narcissus_dubius;;Narcissus dubius ;P;polyploid;1;;6;66.3;33.15;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;6;6
Narcissus_miniatus;angiosperms;1angiosperms;2angiosperms;581;Narcissus;miniatus;Narcissus_miniatus;;Narcissus miniatus ;P;polyploid;1;;6;51.3;25.65;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;6;6
Nothoscordum_bonarinese;angiosperms;1angiosperms;2angiosperms;937;Nothoscordum;bonarinese;Nothoscordum_bonarinese;;Nothoscordum bonarinese ;P;polyploid;1;;6;70.97;35.485;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;6;6
Nymphaea_atrans;angiosperms;1angiosperms;2angiosperms;773;Nymphaea;atrans;Nymphaea_atrans;;Nymphaea atrans ;P;polyploid;1;;6;2.88;1.44;Nymphaeaceae;Nymphaeales;BA;NA;NA;NA;0;NA;0;0;6;6
Nymphaea_carpentariae;angiosperms;1angiosperms;2angiosperms;773;Nymphaea;carpentariae;Nymphaea_carpentariae;'Julia Leu';Nymphaea carpentariae 'Julia Leu';P;polyploid;1;;6;2.96;1.48;Nymphaeaceae;Nymphaeales;BA;NA;NA;NA;0;NA;0;0;6;6
Nymphaea_immutabilis;angiosperms;1angiosperms;2angiosperms;773;Nymphaea;immutabilis;Nymphaea_immutabilis;;Nymphaea immutabilis ;P;polyploid;1;;6;2.88;1.44;Nymphaeaceae;Nymphaeales;BA;NA;NA;NA;0;NA;0;0;6;6
Nymphaea_nouchali;angiosperms;1angiosperms;2angiosperms;773;Nymphaea;nouchali;Nymphaea_nouchali;;Nymphaea nouchali ;P;polyploid;1;;6;2.44;1.22;Nymphaeaceae;Nymphaeales;BA;NA;1;1;1;NA;0;1;6;6
Ocimum_africanum;angiosperms;1angiosperms;2angiosperms;789;Ocimum;africanum;Ocimum_africanum;;Ocimum africanum ;A;polyploid;1;;6;7.08;3.54;Lamiaceae;Lamiales;E;6;NA;6;1;NA;0;1;6;6
Ocimum_americanum;angiosperms;1angiosperms;2angiosperms;789;Ocimum;americanum;Ocimum_americanum;;Ocimum americanum ;A;polyploid;1;;6;6.45;3.225;Lamiaceae;Lamiales;E;69;10;79;1;1;1;2;6;6
Olimarabidopsis_cabulica;angiosperms;1angiosperms;2angiosperms;599;Olimarabidopsis;cabulica;Olimarabidopsis_cabulica;;Olimarabidopsis cabulica ;;polyploid;1;;6;1.06;0.53;Brassicaceae;Brassicales;E;NA;NA;NA;0;NA;0;0;6;6
Oplismenus_hirtellus;angiosperms;1angiosperms;2angiosperms;528;Oplismenus;hirtellus;Oplismenus_hirtellus;subsp. imbecillis;Oplismenus hirtellus subsp. imbecillis;P;polyploid;1;;6;5.27;2.635;Poaceae;Poales;M;2;18;20;1;1;1;2;6;6
Opuntia_dillenii;angiosperms;1angiosperms;2angiosperms;557;Opuntia;dillenii;Opuntia_dillenii;;Opuntia dillenii ;P;polyploid;1;;6;4.55;2.275;Cactaceae;Caryophyllales;E;48;10;58;1;1;1;2;6;6
Opuntia_incarnadilla;angiosperms;1angiosperms;2angiosperms;934;Opuntia;incarnadilla;Opuntia_incarnadilla;;Opuntia incarnadilla ;P;polyploid;1;;6;4.17;2.085;Cactaceae;Caryophyllales;E;148;41;189;1;30;1;2;6;6
Opuntia_matudae;angiosperms;1angiosperms;2angiosperms;934;Opuntia;matudae;Opuntia_matudae;;Opuntia matudae ;P;polyploid;1;;6;5.25;2.625;Cactaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;6;6
Opuntia_oligocantha;angiosperms;1angiosperms;2angiosperms;934;Opuntia;oligocantha;Opuntia_oligocantha;;Opuntia oligocantha ;P;polyploid;1;;6;5.33;2.665;Cactaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;6;6
Oxybaphus_nyctagineus;angiosperms;1angiosperms;2angiosperms;630;Oxybaphus;nyctagineus;Oxybaphus_nyctagineus;;Oxybaphus nyctagineus ;P;polyploid;1;;6;1.9;0.95;Nyctaginaceae;Caryophyllales;E;43;NA;43;1;1;1;2;6;6
Paepalanthus_costaricensis;angiosperms;1angiosperms;2angiosperms;829;Paepalanthus;costaricensis;Paepalanthus_costaricensis;;Paepalanthus costaricensis ;P;polyploid;1;;6;0.845918367;0.422959184;Eriocaulaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Panicum_dichotomiflorum;angiosperms;1angiosperms;2angiosperms;375;Panicum;dichotomiflorum;Panicum_dichotomiflorum;;Panicum dichotomiflorum ;A;polyploid;1;;6;3.4;1.7;Poaceae;Poales;M;50;7;57;1;3;1;2;6;6
Panicum_esculentum;angiosperms;1angiosperms;2angiosperms;2;Panicum;esculentum;Panicum_esculentum;;Panicum esculentum ;A;polyploid;1;;6;3;1.5;Poaceae;Poales;M;37;6;43;1;NA;0;1;6;6
Papaver_orientale;angiosperms;1angiosperms;2angiosperms;2;Papaver;orientale;Papaver_orientale;;Papaver orientale ;P;polyploid;1;;6;17.9;8.95;Papaveraceae;Ranunculales;E;20;2;22;1;1;1;2;6;6
Paracautleya_bhatii;angiosperms;1angiosperms;2angiosperms;562;Paracautleya;bhatii;Paracautleya_bhatii;(= Curcuma batii (R.M. Sm.) Škorni?k. & M. Sabu);Paracautleya bhatii (= Curcuma batii (R.M. Sm.) Škorni?k. & M. Sabu);P;polyploid;1;;6;2.18;1.09;Zingiberaceae;Zingiberales;M;NA;NA;NA;0;NA;0;0;6;6
Paspalum_orbiculare;angiosperms;1angiosperms;2angiosperms;528;Paspalum;orbiculare;Paspalum_orbiculare;;Paspalum orbiculare ;P;polyploid;1;;6;3.13;1.565;Poaceae;Poales;M;15;11;26;1;18;1;2;6;6
Pennisetum_squamulatum;angiosperms;1angiosperms;2angiosperms;308;Pennisetum;squamulatum;Pennisetum_squamulatum;;Pennisetum squamulatum ;P;polyploid;1;;6;9.6;4.8;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Penstemon_euglaucus;angiosperms;1angiosperms;2angiosperms;648;Penstemon;euglaucus;Penstemon_euglaucus;;Penstemon euglaucus ;P;polyploid;1;;6;3.49;1.745;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Peperomia_longespicata;angiosperms;1angiosperms;2angiosperms;341;Peperomia;longespicata;Peperomia_longespicata;;Peperomia longespicata ;P;polyploid;1;;6;7.9;3.95;Piperaceae;Piperales;BA;NA;NA;NA;0;NA;0;0;6;6
Pericallis_appendiculata;angiosperms;1angiosperms;2angiosperms;477;Pericallis;appendiculata;Pericallis_appendiculata;;Pericallis appendiculata ;P;polyploid;1;;6;1.09;0.545;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Pericallis_cruenta;angiosperms;1angiosperms;2angiosperms;477;Pericallis;cruenta;Pericallis_cruenta;;Pericallis cruenta ;P;polyploid;1;;6;1.36;0.68;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Pericallis_echinata;angiosperms;1angiosperms;2angiosperms;477;Pericallis;echinata;Pericallis_echinata;;Pericallis echinata ;P;polyploid;1;;6;1.46;0.73;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Pericallis_lanata;angiosperms;1angiosperms;2angiosperms;477;Pericallis;lanata;Pericallis_lanata;;Pericallis lanata ;P;polyploid;1;;6;1.15;0.575;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Pericallis_multiflora;angiosperms;1angiosperms;2angiosperms;552;Pericallis;multiflora;Pericallis_multiflora;;Pericallis multiflora ;P;polyploid;1;;6;1.18;0.59;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Pericallis_papyracea;angiosperms;1angiosperms;2angiosperms;477;Pericallis;papyracea;Pericallis_papyracea;;Pericallis papyracea ;P;polyploid;1;;6;1.2;0.6;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Pericallis_tussilaginis;angiosperms;1angiosperms;2angiosperms;552;Pericallis;tussilaginis;Pericallis_tussilaginis;;Pericallis tussilaginis ;P;polyploid;1;;6;1.5;0.75;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Pericallis_webbii;angiosperms;1angiosperms;2angiosperms;477;Pericallis;webbii;Pericallis_webbii;;Pericallis webbii ;P;polyploid;1;;6;1.14;0.57;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Phleum_pratense;angiosperms;1angiosperms;2angiosperms;154;Phleum;pratense;Phleum_pratense;;Phleum pratense ;P;polyploid;1;;6;8.3;4.15;Poaceae;Poales;M;108;36;144;1;6;1;2;6;6
Pilosocereus_royenii;angiosperms;1angiosperms;2angiosperms;557;Pilosocereus;royenii;Pilosocereus_royenii;;Pilosocereus royenii ;P;polyploid;1;;6;6.51;3.255;Cactaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;6;6
Plantago_albicans;angiosperms;1angiosperms;2angiosperms;173;Plantago;albicans;Plantago_albicans;;Plantago albicans ;P;polyploid;1;;6;3.9;1.95;Plantaginaceae;Lamiales;E;2;NA;2;1;NA;0;1;6;6
Potentilla_hirta;angiosperms;1angiosperms;2angiosperms;634;Potentilla;hirta;Potentilla_hirta;;Potentilla hirta ;P;polyploid;1;;6;2.14;1.07;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;6;6
Prospero_elisae;angiosperms;1angiosperms;2angiosperms;634;Prospero;elisae;Prospero_elisae;;Prospero elisae ;P;polyploid;1;;6;20.91;10.455;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;6;6
Puccinellia_palustris;angiosperms;1angiosperms;2angiosperms;580;Puccinellia;palustris;Puccinellia_palustris;;Puccinellia palustris ;P;polyploid;1;;6;8.15;4.075;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Puccinellia_walkeri;angiosperms;1angiosperms;2angiosperms;528;Puccinellia;walkeri;Puccinellia_walkeri;subsp. chathamica;Puccinellia walkeri subsp. chathamica;P;polyploid;1;;6;9.61;4.805;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_biternatus;angiosperms;1angiosperms;2angiosperms;105;Ranunculus;biternatus;Ranunculus_biternatus;;Ranunculus biternatus ;P;polyploid;1;;6;14.5;7.25;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_constantinopolitanus;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;constantinopolitanus;Ranunculus_constantinopolitanus;;Ranunculus constantinopolitanus ;P;polyploid;1;;6;24.3;12.15;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_fontanus;angiosperms;1angiosperms;2angiosperms;196;Ranunculus;fontanus;Ranunculus_fontanus;;Ranunculus fontanus ;A;polyploid;1;;6;19.7;9.85;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_insignis;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;insignis;Ranunculus_insignis;;Ranunculus insignis ;-;polyploid;1;;6;15.9;7.95;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_inundatus;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;inundatus;Ranunculus_inundatus;;Ranunculus inundatus ;P;polyploid;1;;6;9.3;4.65;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_macounii;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;macounii;Ranunculus_macounii;;Ranunculus macounii ;P;polyploid;1;;6;26;13;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_muricatus;angiosperms;1angiosperms;2angiosperms;45;Ranunculus;muricatus;Ranunculus_muricatus;;Ranunculus muricatus ;A;polyploid;1;;6;23.2;11.6;Ranunculaceae;Ranunculales;E;68;18;86;1;2;1;2;6;6
Ranunculus_nivalis;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;nivalis;Ranunculus_nivalis;;Ranunculus nivalis ;P;polyploid;1;;6;11.9;5.95;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_plantaginifolius;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;plantaginifolius;Ranunculus_plantaginifolius;;Ranunculus plantaginifolius ;P;polyploid;1;;6;24.2;12.1;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Ranunculus_trilobus;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;trilobus;Ranunculus_trilobus;;Ranunculus trilobus ;A;polyploid;1;;6;17.4;8.7;Ranunculaceae;Ranunculales;E;16;9;25;1;NA;0;1;6;6
Ranunculus_tripartitus;angiosperms;1angiosperms;2angiosperms;44;Ranunculus;tripartitus;Ranunculus_tripartitus;;Ranunculus tripartitus ;A-P;polyploid;1;;6;9;4.5;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Restio_esterhuyseniae;angiosperms;1angiosperms;2angiosperms;913;Restio;esterhuyseniae;Restio_esterhuyseniae;;Restio esterhuyseniae ;P;polyploid;1;;6;5.62;2.81;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Restio_virgeus;angiosperms;1angiosperms;2angiosperms;913;Restio;virgeus;Restio_virgeus;;Restio virgeus ;P;polyploid;1;;6;5.6;2.8;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Rosa_acicularis;angiosperms;1angiosperms;2angiosperms;108;Rosa;acicularis;Rosa_acicularis;;Rosa acicularis ;P;polyploid;1;;6;1.3;0.65;Rosaceae;Rosales;E;2;NA;2;1;NA;0;1;6;6
Rosa_moyesii;angiosperms;1angiosperms;2angiosperms;346;Rosa;moyesii;Rosa_moyesii;;Rosa moyesii ;P;polyploid;1;;6;2.9;1.45;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;6;6
Rostkovia_magellanica;angiosperms;1angiosperms;2angiosperms;105;Rostkovia;magellanica;Rostkovia_magellanica;;Rostkovia magellanica ;P;polyploid;1;;6;0.9;0.45;Juncaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Rumex_longifolius;angiosperms;1angiosperms;2angiosperms;630;Rumex;longifolius;Rumex_longifolius;;Rumex longifolius ;P;polyploid;1;;6;4;2;Polygonaceae;Caryophyllales;E;45;10;55;1;2;1;2;6;6
Rumex_patientia;angiosperms;1angiosperms;2angiosperms;630;Rumex;patientia;Rumex_patientia;;Rumex patientia ;P;polyploid;1;;6;4.86;2.43;Polygonaceae;Caryophyllales;E;65;1;66;1;7;1;2;6;6
Saccharum_robustum;angiosperms;1angiosperms;2angiosperms;2;Saccharum;robustum;Saccharum_robustum;(NG 57-55);Saccharum_ robustum (NG 57-55);P;polyploid;1;;6;8.15;4.075;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Sarcocornia_fruiticosa;angiosperms;1angiosperms;2angiosperms;580;Sarcocornia;fruiticosa;Sarcocornia_fruiticosa;;Sarcocornia fruiticosa ;P;polyploid;1;;6;5.91;2.955;Amaranthaceae;Caryophyllales;E;1;NA;1;1;NA;0;1;6;6
Satureja_montana;angiosperms;1angiosperms;2angiosperms;313;Satureja;montana;Satureja_montana;;Satureja montana ;P;polyploid;1;;6;5.5;2.75;Lamiaceae;Lamiales;E;2;1;3;1;NA;0;1;6;6
Saxifraga_conifera;angiosperms;1angiosperms;2angiosperms;781;Saxifraga;conifera;Saxifraga_conifera;;Saxifraga conifera ;P;polyploid;1;;6;1.31;0.655;Saxifragaceae;Saxifragales;E;NA;NA;NA;0;NA;0;0;6;6
Scilla_mordakiae;angiosperms;1angiosperms;2angiosperms;104;Scilla;mordakiae;Scilla_mordakiae;;Scilla mordakiae ;P;polyploid;1;;6;151.8;75.9;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;6;6
Scilla_pneumonanthe;angiosperms;1angiosperms;2angiosperms;89;Scilla;pneumonanthe;Scilla_pneumonanthe;;Scilla pneumonanthe ;P;polyploid;1;;6;32.6;16.3;Asparagaceae;Asparagales;M;5;3;8;1;NA;0;1;6;6
Senecio_anethifolius;angiosperms;1angiosperms;2angiosperms;114;Senecio;anethifolius;Senecio_anethifolius;;Senecio anethifolius ;P;polyploid;1;;6;8.7;4.35;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_bipinnatisectus;angiosperms;1angiosperms;2angiosperms;114;Senecio;bipinnatisectus;Senecio_bipinnatisectus;;Senecio bipinnatisectus ;A;polyploid;1;;6;7;3.5;Asteraceae;Asterales;E;NA;3;3;1;NA;0;1;6;6
Senecio_cambrensis;angiosperms;1angiosperms;2angiosperms;2;Senecio;cambrensis;Senecio_cambrensis;;Senecio cambrensis ;A;polyploid;1;;6;5.1;2.55;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_cunninghamii;angiosperms;1angiosperms;2angiosperms;114;Senecio;cunninghamii;Senecio_cunninghamii;;Senecio cunninghamii ;P;polyploid;1;;6;9.5;4.75;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_georgianus;angiosperms;1angiosperms;2angiosperms;114;Senecio;georgianus;Senecio_georgianus;var. latifolius Black;Senecio georgianus var. latifolius Black;P;polyploid;1;;6;10.2;5.1;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_glomeratus;angiosperms;1angiosperms;2angiosperms;114;Senecio;glomeratus;Senecio_glomeratus;;Senecio glomeratus ;A;polyploid;1;;6;9.6;4.8;Asteraceae;Asterales;E;3;NA;3;1;NA;0;1;6;6
Senecio_hispidulus;angiosperms;1angiosperms;2angiosperms;114;Senecio;hispidulus;Senecio_hispidulus;var. hispidulus;Senecio hispidulus var. hispidulus;A;polyploid;1;;6;9.6;4.8;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_hypoleucus;angiosperms;1angiosperms;2angiosperms;114;Senecio;hypoleucus;Senecio_hypoleucus;;Senecio hypoleucus ;P;polyploid;1;;6;9;4.5;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_linearifolius;angiosperms;1angiosperms;2angiosperms;114;Senecio;linearifolius;Senecio_linearifolius;;Senecio linearifolius ;P;polyploid;1;;6;9;4.5;Asteraceae;Asterales;E;1;2;3;1;1;1;2;6;6
Senecio_minimus;angiosperms;1angiosperms;2angiosperms;114;Senecio;minimus;Senecio_minimus;var. picridioides (Turcz.) Belcher;Senecio minimus var. picridioides (Turcz.) Belcher;A;polyploid;1;;6;9.8;4.9;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_odoratus;angiosperms;1angiosperms;2angiosperms;114;Senecio;odoratus;Senecio_odoratus;var. odoratus;Senecio odoratus var. odoratus;P;polyploid;1;;6;9.1;4.55;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_squarrosus;angiosperms;1angiosperms;2angiosperms;114;Senecio;squarrosus;Senecio_squarrosus;;Senecio squarrosus ;A;polyploid;1;;6;9.9;4.95;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Senecio_teneriffae;angiosperms;1angiosperms;2angiosperms;477;Senecio;teneriffae;Senecio_teneriffae;;Senecio teneriffae ;A;polyploid;1;;6;5.26;2.63;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6;6
Setaria_macrostachya;angiosperms;1angiosperms;2angiosperms;330;Setaria;macrostachya;Setaria_macrostachya;;Setaria macrostachya ;P;polyploid;1;;6;3.6;1.8;Poaceae;Poales;M;NA;1;1;1;NA;0;1;6;6
Setaria_pumila;angiosperms;1angiosperms;2angiosperms;330;Setaria;pumila;Setaria_pumila;;Setaria pumila ;A;polyploid;1;;6;5.3;2.65;Poaceae;Poales;M;130;33;163;1;1;1;2;6;6
Sisyrinchium_platense;angiosperms;1angiosperms;2angiosperms;177;Sisyrinchium;platense;Sisyrinchium_platense;;Sisyrinchium platense ;P;polyploid;1;;6;3.4;1.7;Iridaceae;Asparagales;M;1;NA;1;1;NA;0;1;6;6
Sisyrinchium_weirii;angiosperms;1angiosperms;2angiosperms;975;Sisyrinchium;weirii;Sisyrinchium_weirii;;Sisyrinchium weirii ;P;polyploid;1;;6;7.77;3.885;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;6;6
Solanum_demissum;angiosperms;1angiosperms;2angiosperms;108;Solanum;demissum;Solanum_demissum;;Solanum demissum ;P;polyploid;1;;6;5;2.5;Solanaceae;Solanales;E;NA;NA;NA;0;NA;0;0;6;6
Solanum_nigrum;angiosperms;1angiosperms;2angiosperms;776;Solanum;nigrum;Solanum_nigrum;;Solanum nigrum ;A;polyploid;1;;6;6.2;3.1;Solanaceae;Solanales;E;157;79;236;1;2;1;2;6;6
Spartina_alterniflora;angiosperms;1angiosperms;2angiosperms;894;Spartina;alterniflora;Spartina_alterniflora;;Spartina alterniflora ;P;polyploid;1;;6;4.36;2.18;Poaceae;Poales;M;14;6;20;1;25;1;2;6;6
Spartina_maritima;angiosperms;1angiosperms;2angiosperms;894;Spartina;maritima;Spartina_maritima;;Spartina maritima ;P;polyploid;1;;6;3.85;1.925;Poaceae;Poales;M;NA;1;1;1;NA;0;1;6;6
Symphyotrichum_lanceolatum;angiosperms;1angiosperms;2angiosperms;880;Symphyotrichum;lanceolatum;Symphyotrichum_lanceolatum;;Symphyotrichum lanceolatum ;P;polyploid;1;;6;4.3;2.15;Asteraceae;Asterales;E;42;8;50;1;5;1;2;6;6
Thalictrum_isopyroides;angiosperms;1angiosperms;2angiosperms;784;Thalictrum;isopyroides;Thalictrum_isopyroides;;Thalictrum isopyroides ;P;polyploid;1;;6;1.652;0.826;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;6;6
Thinopyrum_intermedium;angiosperms;1angiosperms;2angiosperms;343;Thinopyrum;intermedium;Thinopyrum_intermedium;subsp. barbulatum (Schur) Barkw. & D.R.Dewey cv. Manska;Thinopyrum intermedium subsp. barbulatum (Schur) Barkw. & D.R.Dewey cv. Manska;P;polyploid;1;;6;25.9;12.95;Poaceae;Poales;M;1;NA;1;1;NA;0;1;6;6
Tradescantia_crassula;angiosperms;1angiosperms;2angiosperms;181;Tradescantia;crassula;Tradescantia_crassula;;Tradescantia crassula ;P;polyploid;1;;6;8.5;4.25;Commelinaceae;Commelinales;M;1;NA;1;1;NA;0;1;6;6
Tradescantia_poelliae;angiosperms;1angiosperms;2angiosperms;260;Tradescantia;poelliae;Tradescantia_poelliae;;Tradescantia poelliae ;P;polyploid;1;;6;27.5;13.75;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;6;6
Trifolium_ambiguum;angiosperms;1angiosperms;2angiosperms;534;Trifolium;ambiguum;Trifolium_ambiguum;;Trifolium ambiguum ;;polyploid;1;;6;4.584;2.292;Fabaceae;Fabales;E;2;NA;2;1;NA;0;1;6;6
Trifolium_burchellianum;angiosperms;1angiosperms;2angiosperms;534;Trifolium;burchellianum;Trifolium_burchellianum;;Trifolium burchellianum ;;polyploid;1;;6;7.374;3.687;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;6;6
Trillium_rhombifolium;angiosperms;1angiosperms;2angiosperms;122;Trillium;rhombifolium;Trillium_rhombifolium;;Trillium rhombifolium ;P;polyploid;1;;6;223;111.5;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;6;6
Triticum_aestivum;angiosperms;1angiosperms;2angiosperms;2;Triticum;aestivum;Triticum_aestivum;cv. Chinese Spring;Triticum aestivum cv. Chinese Spring;A;polyploid;1;;6;34.6;17.3;Poaceae;Poales;M;120;23;143;1;NA;0;1;6;6
Triticum_zhukovskyi;angiosperms;1angiosperms;2angiosperms;604;Triticum;zhukovskyi;Triticum_zhukovskyi;;Triticum zhukovskyi ;A;polyploid;1;;6;35.48;17.74;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6;6
Turnera_campaniflora;angiosperms;1angiosperms;2angiosperms;694;Turnera;campaniflora;Turnera_campaniflora;;Turnera campaniflora ;P;polyploid;1;;6;2.76;1.38;Passifloraceae;Malpighiales;E;NA;NA;NA;0;NA;0;0;6;6
Turnera_occidentalis;angiosperms;1angiosperms;2angiosperms;694;Turnera;occidentalis;Turnera_occidentalis;;Turnera occidentalis ;P;polyploid;1;;6;3.5;1.75;Passifloraceae;Malpighiales;E;NA;NA;NA;0;NA;0;0;6;6
Turnera_orientalis;angiosperms;1angiosperms;2angiosperms;694;Turnera;orientalis;Turnera_orientalis;;Turnera orientalis ;P;polyploid;1;;6;3.57;1.785;Passifloraceae;Malpighiales;E;NA;NA;NA;0;NA;0;0;6;6
Turnera_ulmifolia;angiosperms;1angiosperms;2angiosperms;694;Turnera;ulmifolia;Turnera_ulmifolia;var. ulmifolia;Turnera ulmifolia var. ulmifolia;P;polyploid;1;;6;2.75;1.375;Passifloraceae;Malpighiales;E;37;20;57;1;2;1;2;6;6
Turnera_velutina;angiosperms;1angiosperms;2angiosperms;694;Turnera;velutina;Turnera_velutina;;Turnera velutina ;P;polyploid;1;;6;4.34;2.17;Passifloraceae;Malpighiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_albicans;angiosperms;1angiosperms;2angiosperms;919;Veronica;albicans;Veronica_albicans;;Veronica albicans ;P;polyploid;1;;6;2.07;1.035;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_amplexicaulis;angiosperms;1angiosperms;2angiosperms;919;Veronica;amplexicaulis;Veronica_amplexicaulis;;Veronica amplexicaulis ;P;polyploid;1;;6;1.93;0.965;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_austriaca;angiosperms;1angiosperms;2angiosperms;919;Veronica;austriaca;Veronica_austriaca;;Veronica austriaca ;P;polyploid;1;;6;3.37;1.685;Plantaginaceae;Lamiales;E;22;4;26;1;NA;0;1;6;6
Veronica_bollonsii;angiosperms;1angiosperms;2angiosperms;919;Veronica;bollonsii;Veronica_bollonsii;;Veronica bollonsii ;P;polyploid;1;;6;2.07;1.035;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
